  0%|          | 0/100 [00:00<?, ?it/s]
Epoch 2, avg running_loss: 0.017520522698760033
Epoch 2, avg running_loss: 0.017829490825533867
Epoch 2, avg running_loss: 0.01746932417154312
Epoch 2, avg running_loss: 0.01634267531335354
Epoch 2, avg running_loss: 0.021158043295145035
Epoch 2, avg running_loss: 0.018851591274142265
Epoch 2, avg running_loss: 0.019442502409219742
Epoch 2, avg running_loss: 0.01967477612197399
Epoch 2, avg running_loss: 0.0191348809748888
Epoch 2, avg running_loss: 0.01915624551475048
Epoch 2, avg running_loss: 0.0176169965416193
Epoch 2, avg running_loss: 0.017524613067507744
Epoch 2, avg running_loss: 0.01881449669599533
Epoch 2, avg running_loss: 0.017587881535291672
Epoch 2, avg running_loss: 0.017515728250145912
Epoch 2, avg running_loss: 0.01671474054455757
Epoch 2, avg running_loss: 0.019201651215553284
Epoch 2, avg running_loss: 0.02009330503642559
Epoch 2, avg running_loss: 0.018880123272538185
Training loss for 2:14.90807056427002
 13%|█▎        | 2/15 [16:09<1:44:43, 483.33s/it]
Training for Epoch 3 starting:
Epoch 3, avg running_loss: 0.017994064837694168
Epoch 3, avg running_loss: 0.01843852549791336
Epoch 3, avg running_loss: 0.017324751242995262
Epoch 3, avg running_loss: 0.018943630158901215
Epoch 3, avg running_loss: 0.01819605939090252
Epoch 3, avg running_loss: 0.015397357754409313
Epoch 3, avg running_loss: 0.01865874044597149
Epoch 3, avg running_loss: 0.018399732187390327
Epoch 3, avg running_loss: 0.020055854693055153
Epoch 3, avg running_loss: 0.01863519661128521
Epoch 3, avg running_loss: 0.017069373279809952
Epoch 3, avg running_loss: 0.017922163009643555
Epoch 3, avg running_loss: 0.019965728744864464
Epoch 3, avg running_loss: 0.01839098148047924
Epoch 3, avg running_loss: 0.017449920997023582
Epoch 3, avg running_loss: 0.017421884462237358
Epoch 3, avg running_loss: 0.01927971839904785
Epoch 3, avg running_loss: 0.016670899465680122
Epoch 3, avg running_loss: 0.0179884135723114
Epoch 3, avg running_loss: 0.017889974638819695
Epoch 3, avg running_loss: 0.016691118478775024
Epoch 3, avg running_loss: 0.016540860757231712
Epoch 3, avg running_loss: 0.018662696704268456
Epoch 3, avg running_loss: 0.017289666458964348
Epoch 3, avg running_loss: 0.019829535856842995
Epoch 3, avg running_loss: 0.01870216242969036
Epoch 3, avg running_loss: 0.018081480637192726
Epoch 3, avg running_loss: 0.016868339851498604
Epoch 3, avg running_loss: 0.016849076375365257
Epoch 3, avg running_loss: 0.016678890213370323
Epoch 3, avg running_loss: 0.01728256233036518
Epoch 3, avg running_loss: 0.01603410392999649
Epoch 3, avg running_loss: 0.01725863292813301
Epoch 3, avg running_loss: 0.018472794443368912
Epoch 3, avg running_loss: 0.018110765144228935
Epoch 3, avg running_loss: 0.017563579604029655
Epoch 3, avg running_loss: 0.016819899901747704
Epoch 3, avg running_loss: 0.017797265201807022
Epoch 3, avg running_loss: 0.016711145639419556
Epoch 3, avg running_loss: 0.017472736537456512
Epoch 3, avg running_loss: 0.017306281253695488
Epoch 3, avg running_loss: 0.01613151840865612
Epoch 3, avg running_loss: 0.02056981436908245
Epoch 3, avg running_loss: 0.017677277326583862
Epoch 3, avg running_loss: 0.016421226784586906
Epoch 3, avg running_loss: 0.01795090362429619
Epoch 3, avg running_loss: 0.017473112791776657
Epoch 3, avg running_loss: 0.016893798485398293
Epoch 3, avg running_loss: 0.018731212243437767
Epoch 3, avg running_loss: 0.017497513443231583
Epoch 3, avg running_loss: 0.01748238317668438
Epoch 3, avg running_loss: 0.01823626644909382
Epoch 3, avg running_loss: 0.01631620153784752
Epoch 3, avg running_loss: 0.015286360867321491
Epoch 3, avg running_loss: 0.01639302633702755
Epoch 3, avg running_loss: 0.01687295362353325
Epoch 3, avg running_loss: 0.017843283712863922
Epoch 3, avg running_loss: 0.017086876556277275
Epoch 3, avg running_loss: 0.018858550116419792
Epoch 3, avg running_loss: 0.014976575039327145
Epoch 3, avg running_loss: 0.015817642211914062
Epoch 3, avg running_loss: 0.019414253532886505
Epoch 3, avg running_loss: 0.017243994399905205
Epoch 3, avg running_loss: 0.018100649118423462
Epoch 3, avg running_loss: 0.01660439930856228
Epoch 3, avg running_loss: 0.020071417093276978
Epoch 3, avg running_loss: 0.01606709696352482
Epoch 3, avg running_loss: 0.01745915412902832
Epoch 3, avg running_loss: 0.019894711673259735
Epoch 3, avg running_loss: 0.017529962584376335
Epoch 3, avg running_loss: 0.016065025702118874
Epoch 3, avg running_loss: 0.017162932083010674
Epoch 3, avg running_loss: 0.015842264518141747
Epoch 3, avg running_loss: 0.017840687185525894
Epoch 3, avg running_loss: 0.02018064633011818
Epoch 3, avg running_loss: 0.017116062343120575
Epoch 3, avg running_loss: 0.018447276204824448
Epoch 3, avg running_loss: 0.018126748502254486
Epoch 3, avg running_loss: 0.016211239621043205
Epoch 3, avg running_loss: 0.016062147915363312
Training loss for 3:14.090742111206055
 20%|██        | 3/15 [23:57<1:35:45, 478.78s/it]
Training for Epoch 4 starting:
Epoch 4, avg running_loss: 0.017838982865214348
Epoch 4, avg running_loss: 0.016682647168636322
Epoch 4, avg running_loss: 0.01714690960943699
Epoch 4, avg running_loss: 0.01811070553958416
Epoch 4, avg running_loss: 0.01855952851474285
Epoch 4, avg running_loss: 0.01732327602803707
Epoch 4, avg running_loss: 0.017226193100214005
Epoch 4, avg running_loss: 0.016336964443325996
Epoch 4, avg running_loss: 0.016787102445960045
Epoch 4, avg running_loss: 0.01824701577425003
Epoch 4, avg running_loss: 0.016615580767393112
Epoch 4, avg running_loss: 0.016466567292809486
Epoch 4, avg running_loss: 0.01694396883249283
Epoch 4, avg running_loss: 0.01659836433827877
Epoch 4, avg running_loss: 0.017812026664614677
Epoch 4, avg running_loss: 0.017643988132476807
Epoch 4, avg running_loss: 0.017508452758193016
Epoch 4, avg running_loss: 0.016789380460977554
Epoch 4, avg running_loss: 0.016793115064501762
Epoch 4, avg running_loss: 0.018073415383696556
Epoch 4, avg running_loss: 0.020197391510009766
Epoch 4, avg running_loss: 0.017174193635582924
Epoch 4, avg running_loss: 0.016840914264321327
Epoch 4, avg running_loss: 0.016355229541659355
Epoch 4, avg running_loss: 0.01785564050078392
Epoch 4, avg running_loss: 0.01888914406299591
Epoch 4, avg running_loss: 0.01778138056397438
Epoch 4, avg running_loss: 0.01622721180319786
Epoch 4, avg running_loss: 0.015909729525446892
Epoch 4, avg running_loss: 0.017655130475759506
Epoch 4, avg running_loss: 0.01628621108829975
Epoch 4, avg running_loss: 0.018755091354250908
Epoch 4, avg running_loss: 0.017482222989201546
Epoch 4, avg running_loss: 0.01649070717394352
Epoch 4, avg running_loss: 0.01813829503953457
Epoch 4, avg running_loss: 0.015454194508492947
Epoch 4, avg running_loss: 0.017046326771378517
Epoch 4, avg running_loss: 0.01791703701019287
Epoch 4, avg running_loss: 0.015827903524041176
Epoch 4, avg running_loss: 0.014548596926033497
Epoch 4, avg running_loss: 0.01727442629635334
Epoch 4, avg running_loss: 0.015714408829808235
Epoch 4, avg running_loss: 0.019050536677241325
Epoch 4, avg running_loss: 0.017275815829634666
Epoch 4, avg running_loss: 0.015517744235694408
Epoch 4, avg running_loss: 0.016951749101281166
Epoch 4, avg running_loss: 0.018404800444841385
Epoch 4, avg running_loss: 0.017095088958740234
Epoch 4, avg running_loss: 0.01651613786816597
Epoch 4, avg running_loss: 0.015596251003444195
Epoch 4, avg running_loss: 0.01842203363776207
Epoch 4, avg running_loss: 0.01662359945476055
Epoch 4, avg running_loss: 0.015863662585616112
Epoch 4, avg running_loss: 0.01726672053337097
Epoch 4, avg running_loss: 0.017290979623794556
Epoch 4, avg running_loss: 0.018317777663469315
Epoch 4, avg running_loss: 0.016870178282260895
Epoch 4, avg running_loss: 0.017632629722356796
Epoch 4, avg running_loss: 0.01650289259850979
Epoch 4, avg running_loss: 0.01639026775956154
Epoch 4, avg running_loss: 0.018005402758717537
Epoch 4, avg running_loss: 0.01647918112576008
Epoch 4, avg running_loss: 0.015861960127949715
Epoch 4, avg running_loss: 0.0165803711861372
Epoch 4, avg running_loss: 0.01652623899281025
Epoch 4, avg running_loss: 0.01743449456989765
Epoch 4, avg running_loss: 0.016096392646431923
Epoch 4, avg running_loss: 0.015599857084453106
Epoch 4, avg running_loss: 0.017479101195931435
Epoch 4, avg running_loss: 0.017174409702420235
Epoch 4, avg running_loss: 0.01715615950524807
Epoch 4, avg running_loss: 0.015440520830452442
Epoch 4, avg running_loss: 0.01559226494282484
Epoch 4, avg running_loss: 0.016040673479437828
Epoch 4, avg running_loss: 0.01894029788672924
Epoch 4, avg running_loss: 0.015206423588097095
Epoch 4, avg running_loss: 0.01694755256175995
Epoch 4, avg running_loss: 0.016274578869342804
Epoch 4, avg running_loss: 0.015790363773703575
Epoch 4, avg running_loss: 0.01593584567308426
Training loss for 4:13.594767570495605
 27%|██▋       | 4/15 [31:45<1:27:08, 475.35s/it]
Training for Epoch 5 starting:
Epoch 5, avg running_loss: 0.016569824889302254
Epoch 5, avg running_loss: 0.017455926164984703
Epoch 5, avg running_loss: 0.015501623041927814
Epoch 5, avg running_loss: 0.017022784799337387
Epoch 5, avg running_loss: 0.015963463112711906
Epoch 5, avg running_loss: 0.016336500644683838
Epoch 5, avg running_loss: 0.016861289739608765
Epoch 5, avg running_loss: 0.016614513471722603
Epoch 5, avg running_loss: 0.016284151002764702
Epoch 5, avg running_loss: 0.014436661265790462
Epoch 5, avg running_loss: 0.017424026504158974
Epoch 5, avg running_loss: 0.015379317104816437
Epoch 5, avg running_loss: 0.018354466184973717
Epoch 5, avg running_loss: 0.015303367748856544
Epoch 5, avg running_loss: 0.016015848144888878
Epoch 5, avg running_loss: 0.0160949919372797
Epoch 5, avg running_loss: 0.015982041135430336
Epoch 5, avg running_loss: 0.01814156398177147
Epoch 5, avg running_loss: 0.01635095477104187
Epoch 5, avg running_loss: 0.015535148791968822
Epoch 5, avg running_loss: 0.016876794397830963
Epoch 5, avg running_loss: 0.015035338699817657
Epoch 5, avg running_loss: 0.017065102234482765
Epoch 5, avg running_loss: 0.017684457823634148
Epoch 5, avg running_loss: 0.01689125783741474
Epoch 5, avg running_loss: 0.017408927902579308
Epoch 5, avg running_loss: 0.016587302088737488
Epoch 5, avg running_loss: 0.015416187234222889
Epoch 5, avg running_loss: 0.016253983601927757
Epoch 5, avg running_loss: 0.016764473170042038
Epoch 5, avg running_loss: 0.017339713871479034
Epoch 5, avg running_loss: 0.017719805240631104
Epoch 5, avg running_loss: 0.017853684723377228
Epoch 5, avg running_loss: 0.015249055810272694
Epoch 5, avg running_loss: 0.015786007046699524
Epoch 5, avg running_loss: 0.01546283345669508
Epoch 5, avg running_loss: 0.015518136322498322
Epoch 5, avg running_loss: 0.01690601371228695
Epoch 5, avg running_loss: 0.018122155219316483
Epoch 5, avg running_loss: 0.015290806069970131
Epoch 5, avg running_loss: 0.018148554489016533
Epoch 5, avg running_loss: 0.016666769981384277
Epoch 5, avg running_loss: 0.017223184928297997
Epoch 5, avg running_loss: 0.016957195475697517
Epoch 5, avg running_loss: 0.016389351338148117
Epoch 5, avg running_loss: 0.017002757638692856
Epoch 5, avg running_loss: 0.017787417396903038
Epoch 5, avg running_loss: 0.016684485599398613
Epoch 5, avg running_loss: 0.0178549624979496
Epoch 5, avg running_loss: 0.015135114081203938
Epoch 5, avg running_loss: 0.01618316024541855
Epoch 5, avg running_loss: 0.017108991742134094
Epoch 5, avg running_loss: 0.015518887899816036
Epoch 5, avg running_loss: 0.01649823971092701
Epoch 5, avg running_loss: 0.015918277204036713
Epoch 5, avg running_loss: 0.017095044255256653
Epoch 5, avg running_loss: 0.016269823536276817
Epoch 5, avg running_loss: 0.016935264691710472
Epoch 5, avg running_loss: 0.01796266995370388
Epoch 5, avg running_loss: 0.015950636938214302
Epoch 5, avg running_loss: 0.014840858057141304
Epoch 5, avg running_loss: 0.016463665291666985
Epoch 5, avg running_loss: 0.015110007487237453
Epoch 5, avg running_loss: 0.014701819978654385
Epoch 5, avg running_loss: 0.016365032643079758
Epoch 5, avg running_loss: 0.016504447907209396
Epoch 5, avg running_loss: 0.017877677455544472
Epoch 5, avg running_loss: 0.01611214689910412
Epoch 5, avg running_loss: 0.017636572942137718
Epoch 5, avg running_loss: 0.017114361748099327
Epoch 5, avg running_loss: 0.015671486034989357
Epoch 5, avg running_loss: 0.01517650205641985
Epoch 5, avg running_loss: 0.017115533351898193
Epoch 5, avg running_loss: 0.01647205278277397
Epoch 5, avg running_loss: 0.01662088744342327
Epoch 5, avg running_loss: 0.015186101198196411
Epoch 5, avg running_loss: 0.015573014505207539
Epoch 5, avg running_loss: 0.016202880069613457
Epoch 5, avg running_loss: 0.01576024293899536
Epoch 5, avg running_loss: 0.015368160791695118
Training loss for 5:13.160250663757324
 33%|███▎      | 5/15 [39:31<1:18:47, 472.70s/it]
Training for Epoch 6 starting:
Epoch 6, avg running_loss: 0.016326071694493294
Epoch 6, avg running_loss: 0.01532350480556488
Epoch 6, avg running_loss: 0.014470182359218597
Epoch 6, avg running_loss: 0.01508175116032362
Epoch 6, avg running_loss: 0.01481395959854126
Epoch 6, avg running_loss: 0.014255444519221783
Epoch 6, avg running_loss: 0.016890913248062134
Epoch 6, avg running_loss: 0.01671449840068817
Epoch 6, avg running_loss: 0.016374748200178146
Epoch 6, avg running_loss: 0.016504323109984398
Epoch 6, avg running_loss: 0.015492677688598633
Epoch 6, avg running_loss: 0.015946893021464348
Epoch 6, avg running_loss: 0.015170775353908539
Epoch 6, avg running_loss: 0.017265120521187782
Epoch 6, avg running_loss: 0.014109760522842407
Epoch 6, avg running_loss: 0.015690606087446213
Epoch 6, avg running_loss: 0.014721733517944813
Epoch 6, avg running_loss: 0.01602853462100029
Epoch 6, avg running_loss: 0.01507472526282072
Epoch 6, avg running_loss: 0.016086023300886154
Epoch 6, avg running_loss: 0.017792420461773872
Epoch 6, avg running_loss: 0.015937451273202896
Epoch 6, avg running_loss: 0.017167236655950546
Epoch 6, avg running_loss: 0.01593165658414364
Epoch 6, avg running_loss: 0.016364185139536858
Epoch 6, avg running_loss: 0.01588044874370098
Epoch 6, avg running_loss: 0.016231071203947067
Epoch 6, avg running_loss: 0.017084913328289986
Epoch 6, avg running_loss: 0.01608850620687008
Epoch 6, avg running_loss: 0.01651056669652462
Epoch 6, avg running_loss: 0.01673308201134205
Epoch 6, avg running_loss: 0.01634310372173786
Epoch 6, avg running_loss: 0.01504315622150898
Epoch 6, avg running_loss: 0.01575576141476631
Epoch 6, avg running_loss: 0.016649561002850533
Epoch 6, avg running_loss: 0.01501791924238205
Epoch 6, avg running_loss: 0.01534088235348463
Epoch 6, avg running_loss: 0.015736006200313568
Epoch 6, avg running_loss: 0.015915563330054283
Epoch 6, avg running_loss: 0.015648311004042625
Epoch 6, avg running_loss: 0.01545584388077259
Epoch 6, avg running_loss: 0.01786423660814762
Epoch 6, avg running_loss: 0.016208631917834282
Epoch 6, avg running_loss: 0.016214553266763687
Epoch 6, avg running_loss: 0.016589956358075142
Epoch 6, avg running_loss: 0.017290160059928894
Epoch 6, avg running_loss: 0.017470834776759148
Epoch 6, avg running_loss: 0.016830595210194588
Epoch 6, avg running_loss: 0.016433296725153923
Epoch 6, avg running_loss: 0.015890594571828842
Epoch 6, avg running_loss: 0.01814761571586132
Epoch 6, avg running_loss: 0.015468478202819824
Epoch 6, avg running_loss: 0.015691282227635384
Epoch 6, avg running_loss: 0.01574510708451271
Epoch 6, avg running_loss: 0.0164231788367033
Epoch 6, avg running_loss: 0.01628069393336773
Epoch 6, avg running_loss: 0.015770236030220985
Epoch 6, avg running_loss: 0.01637941040098667
Epoch 6, avg running_loss: 0.016034206375479698
Epoch 6, avg running_loss: 0.01566544733941555
Epoch 6, avg running_loss: 0.015396914444863796
Epoch 6, avg running_loss: 0.016382476314902306
Epoch 6, avg running_loss: 0.015149849466979504
Epoch 6, avg running_loss: 0.015611938200891018
Epoch 6, avg running_loss: 0.01578116975724697
Epoch 6, avg running_loss: 0.01567220501601696
Epoch 6, avg running_loss: 0.017474738880991936
Epoch 6, avg running_loss: 0.015567674301564693
Epoch 6, avg running_loss: 0.015432401560246944
Epoch 6, avg running_loss: 0.0163833387196064
Epoch 6, avg running_loss: 0.017095696181058884
Epoch 6, avg running_loss: 0.015210340730845928
Epoch 6, avg running_loss: 0.015087025240063667
Epoch 6, avg running_loss: 0.015560927800834179
Epoch 6, avg running_loss: 0.015833159908652306
Epoch 6, avg running_loss: 0.015486081130802631
Epoch 6, avg running_loss: 0.01405820157378912
Epoch 6, avg running_loss: 0.01663786917924881
Epoch 6, avg running_loss: 0.015608036890625954
Epoch 6, avg running_loss: 0.01673061028122902
Training loss for 6:12.795291900634766
 40%|████      | 6/15 [47:17<1:10:36, 470.76s/it]
Training for Epoch 7 starting:
Epoch 7, avg running_loss: 0.017710302025079727
Epoch 7, avg running_loss: 0.01524327602237463
Epoch 7, avg running_loss: 0.015388155356049538
Epoch 7, avg running_loss: 0.015269557014107704
Epoch 7, avg running_loss: 0.015515140257775784
Epoch 7, avg running_loss: 0.016983332112431526
Epoch 7, avg running_loss: 0.015405306592583656
Epoch 7, avg running_loss: 0.016107134521007538
Epoch 7, avg running_loss: 0.015030965209007263
Epoch 7, avg running_loss: 0.014743948355317116
Epoch 7, avg running_loss: 0.014661121182143688
Epoch 7, avg running_loss: 0.013299830257892609
Epoch 7, avg running_loss: 0.014846943318843842
Epoch 7, avg running_loss: 0.017181742936372757
Epoch 7, avg running_loss: 0.015851527452468872
Epoch 7, avg running_loss: 0.015271413139998913
Epoch 7, avg running_loss: 0.015005703084170818
Epoch 7, avg running_loss: 0.014390806667506695
Epoch 7, avg running_loss: 0.01589430309832096
Epoch 7, avg running_loss: 0.017953481525182724
Epoch 7, avg running_loss: 0.01608951762318611
Epoch 7, avg running_loss: 0.014536000788211823
Epoch 7, avg running_loss: 0.014361344277858734
Epoch 7, avg running_loss: 0.015157666988670826
Epoch 7, avg running_loss: 0.015864713117480278
Epoch 7, avg running_loss: 0.01765541546046734
Epoch 7, avg running_loss: 0.017084887251257896
Epoch 7, avg running_loss: 0.01608709990978241
Epoch 7, avg running_loss: 0.014625287614762783
Epoch 7, avg running_loss: 0.016898203641176224
Epoch 7, avg running_loss: 0.01480780728161335
Epoch 7, avg running_loss: 0.014281605370342731
Epoch 7, avg running_loss: 0.016062797978520393
Epoch 7, avg running_loss: 0.01580655388534069
Epoch 7, avg running_loss: 0.015597949735820293
Epoch 7, avg running_loss: 0.015176691114902496
Epoch 7, avg running_loss: 0.014189046807587147
Epoch 7, avg running_loss: 0.018554693087935448
Epoch 7, avg running_loss: 0.01605108380317688
Epoch 7, avg running_loss: 0.014174590818583965
Epoch 7, avg running_loss: 0.014550863765180111
Epoch 7, avg running_loss: 0.016828274354338646
Epoch 7, avg running_loss: 0.014444042928516865
Epoch 7, avg running_loss: 0.017689121887087822
Epoch 7, avg running_loss: 0.014726623892784119
Epoch 7, avg running_loss: 0.01471158117055893
Epoch 7, avg running_loss: 0.014695054851472378
Epoch 7, avg running_loss: 0.015680791810154915
Epoch 7, avg running_loss: 0.014941344037652016
Epoch 7, avg running_loss: 0.015217955224215984
Epoch 7, avg running_loss: 0.016232524067163467
Epoch 7, avg running_loss: 0.01418403722345829
Epoch 7, avg running_loss: 0.016970356926321983
Epoch 7, avg running_loss: 0.014600865542888641
Epoch 7, avg running_loss: 0.016344113275408745
Epoch 7, avg running_loss: 0.01541592925786972
Epoch 7, avg running_loss: 0.013969942927360535
Epoch 7, avg running_loss: 0.016100307926535606
Epoch 7, avg running_loss: 0.014635778032243252
Epoch 7, avg running_loss: 0.016196860000491142
Epoch 7, avg running_loss: 0.016180893406271935
Epoch 7, avg running_loss: 0.014349864795804024
Epoch 7, avg running_loss: 0.015054607763886452
Epoch 7, avg running_loss: 0.015303000807762146
Epoch 7, avg running_loss: 0.015358594246208668
Epoch 7, avg running_loss: 0.016934767365455627
Epoch 7, avg running_loss: 0.017502201721072197
Epoch 7, avg running_loss: 0.015066077001392841
Epoch 7, avg running_loss: 0.016145644709467888
Epoch 7, avg running_loss: 0.015745701268315315
Epoch 7, avg running_loss: 0.016975300386548042
Epoch 7, avg running_loss: 0.01647569052875042
Epoch 7, avg running_loss: 0.014470024965703487
Epoch 7, avg running_loss: 0.013770133256912231
Epoch 7, avg running_loss: 0.014253862202167511
Epoch 7, avg running_loss: 0.014802797697484493
Epoch 7, avg running_loss: 0.015302133746445179
Epoch 7, avg running_loss: 0.015144211240112782
Epoch 7, avg running_loss: 0.015092472545802593
Epoch 7, avg running_loss: 0.01651998795568943
Training loss for 7:12.434011459350586
 47%|████▋     | 7/15 [55:04<1:02:35, 469.46s/it]
Training for Epoch 8 starting:
Epoch 8, avg running_loss: 0.014664030633866787
Epoch 8, avg running_loss: 0.015236913226544857
Epoch 8, avg running_loss: 0.01433284766972065
Epoch 8, avg running_loss: 0.016048409044742584
Epoch 8, avg running_loss: 0.014552521519362926
Epoch 8, avg running_loss: 0.01665128394961357
Epoch 8, avg running_loss: 0.013719095848500729
Epoch 8, avg running_loss: 0.01484568603336811
Epoch 8, avg running_loss: 0.014993332326412201
Epoch 8, avg running_loss: 0.01572546362876892
Epoch 8, avg running_loss: 0.013509253971278667
Epoch 8, avg running_loss: 0.015798818320035934
Epoch 8, avg running_loss: 0.013723018579185009
Epoch 8, avg running_loss: 0.014670739881694317
Epoch 8, avg running_loss: 0.015382381156086922
Epoch 8, avg running_loss: 0.014889656566083431
Epoch 8, avg running_loss: 0.01379429455846548
Epoch 8, avg running_loss: 0.016197675839066505
Epoch 8, avg running_loss: 0.015649480745196342
Epoch 8, avg running_loss: 0.016107773408293724
Epoch 8, avg running_loss: 0.016581756994128227
Epoch 8, avg running_loss: 0.013706325553357601
Epoch 8, avg running_loss: 0.013414721004664898
Epoch 8, avg running_loss: 0.014969748444855213
Epoch 8, avg running_loss: 0.01560183335095644
Epoch 8, avg running_loss: 0.014728769659996033
Epoch 8, avg running_loss: 0.015725838020443916
Epoch 8, avg running_loss: 0.013295063748955727
Epoch 8, avg running_loss: 0.014691583812236786
Epoch 8, avg running_loss: 0.014268824830651283
Epoch 8, avg running_loss: 0.015237770043313503
Epoch 8, avg running_loss: 0.016786960884928703
Epoch 8, avg running_loss: 0.01634017936885357
Epoch 8, avg running_loss: 0.0148267587646842
Epoch 8, avg running_loss: 0.015794211998581886
Epoch 8, avg running_loss: 0.01576918736100197
Epoch 8, avg running_loss: 0.01622990518808365
Epoch 8, avg running_loss: 0.014498314820230007
Epoch 8, avg running_loss: 0.01485672127455473
Epoch 8, avg running_loss: 0.014312388375401497
Epoch 8, avg running_loss: 0.016086971387267113
Epoch 8, avg running_loss: 0.01536510605365038
Epoch 8, avg running_loss: 0.015534378588199615
Epoch 8, avg running_loss: 0.0143978176638484
Epoch 8, avg running_loss: 0.014290119521319866
Epoch 8, avg running_loss: 0.01614651083946228
Epoch 8, avg running_loss: 0.015348483808338642
Epoch 8, avg running_loss: 0.014754603616893291
Epoch 8, avg running_loss: 0.015253479592502117
Epoch 8, avg running_loss: 0.01681499183177948
Epoch 8, avg running_loss: 0.013585959561169147
Epoch 8, avg running_loss: 0.01460865419358015
Epoch 8, avg running_loss: 0.014411533251404762
Epoch 8, avg running_loss: 0.0161880049854517
Epoch 8, avg running_loss: 0.014070187695324421
Epoch 8, avg running_loss: 0.0147516755387187
Epoch 8, avg running_loss: 0.01673807017505169
Epoch 8, avg running_loss: 0.01536832470446825
Epoch 8, avg running_loss: 0.015112325549125671
Epoch 8, avg running_loss: 0.016779480502009392
Epoch 8, avg running_loss: 0.014777451753616333
Epoch 8, avg running_loss: 0.015361117199063301
Epoch 8, avg running_loss: 0.016899678856134415
Epoch 8, avg running_loss: 0.014531156979501247
Epoch 8, avg running_loss: 0.015324405394494534
Epoch 8, avg running_loss: 0.01700238510966301
Epoch 8, avg running_loss: 0.014795908704400063
Epoch 8, avg running_loss: 0.015327964909374714
Epoch 8, avg running_loss: 0.015318027697503567
Epoch 8, avg running_loss: 0.01581992208957672
Epoch 8, avg running_loss: 0.0159667506814003
Epoch 8, avg running_loss: 0.015148698352277279
Epoch 8, avg running_loss: 0.015105539932847023
Epoch 8, avg running_loss: 0.015328516252338886
Epoch 8, avg running_loss: 0.01555629726499319
Epoch 8, avg running_loss: 0.016529355198144913
Epoch 8, avg running_loss: 0.015592806041240692
Epoch 8, avg running_loss: 0.017247017472982407
Epoch 8, avg running_loss: 0.015537700615823269
Epoch 8, avg running_loss: 0.01654568314552307
Training loss for 8:12.214523315429688
 53%|█████▎    | 8/15 [1:02:50<54:39, 468.54s/it]
Training for Epoch 9 starting:
Epoch 9, avg running_loss: 0.015446260571479797
Epoch 9, avg running_loss: 0.014631307683885098
Epoch 9, avg running_loss: 0.01374815683811903
Epoch 9, avg running_loss: 0.014810362830758095
Epoch 9, avg running_loss: 0.015917405486106873
Epoch 9, avg running_loss: 0.015981527045369148
Epoch 9, avg running_loss: 0.015025155618786812
Epoch 9, avg running_loss: 0.014813688583672047
Epoch 9, avg running_loss: 0.014708896167576313
Epoch 9, avg running_loss: 0.014404608868062496
Epoch 9, avg running_loss: 0.01406102068722248
Epoch 9, avg running_loss: 0.014528724364936352
Epoch 9, avg running_loss: 0.013961011543869972
Epoch 9, avg running_loss: 0.015298550017178059
Epoch 9, avg running_loss: 0.015799712389707565
Epoch 9, avg running_loss: 0.014970863237977028
Epoch 9, avg running_loss: 0.014528932981193066
Epoch 9, avg running_loss: 0.014854374341666698
Epoch 9, avg running_loss: 0.01533491350710392
Epoch 9, avg running_loss: 0.015758158639073372
Epoch 9, avg running_loss: 0.015591206029057503
Epoch 9, avg running_loss: 0.015001644380390644
Epoch 9, avg running_loss: 0.0166622344404459
Epoch 9, avg running_loss: 0.014924376271665096
Epoch 9, avg running_loss: 0.015667133033275604
Epoch 9, avg running_loss: 0.01442862581461668
Epoch 9, avg running_loss: 0.014604407362639904
Epoch 9, avg running_loss: 0.015275420621037483
Epoch 9, avg running_loss: 0.01666826382279396
Epoch 9, avg running_loss: 0.016909822821617126
Epoch 9, avg running_loss: 0.013759746216237545
Epoch 9, avg running_loss: 0.015213052742183208
Epoch 9, avg running_loss: 0.015012616291642189
Epoch 9, avg running_loss: 0.01655246689915657
Epoch 9, avg running_loss: 0.013698170892894268
Epoch 9, avg running_loss: 0.015240159817039967
Epoch 9, avg running_loss: 0.01359801460057497
Epoch 9, avg running_loss: 0.01462969183921814
Epoch 9, avg running_loss: 0.013188706710934639
Epoch 9, avg running_loss: 0.014710416086018085
Epoch 9, avg running_loss: 0.015935488045215607
Epoch 9, avg running_loss: 0.01407701801508665
Epoch 9, avg running_loss: 0.016171326860785484
Epoch 9, avg running_loss: 0.014182296581566334
Epoch 9, avg running_loss: 0.015008695423603058
Epoch 9, avg running_loss: 0.015664858743548393
Epoch 9, avg running_loss: 0.014263996854424477
Epoch 9, avg running_loss: 0.014551535248756409
Epoch 9, avg running_loss: 0.013882502913475037
Epoch 9, avg running_loss: 0.012783235870301723
Epoch 9, avg running_loss: 0.013390972279012203
Epoch 9, avg running_loss: 0.014345322735607624
Epoch 9, avg running_loss: 0.015523266978561878
Epoch 9, avg running_loss: 0.014230079017579556
Epoch 9, avg running_loss: 0.015144686214625835
Epoch 9, avg running_loss: 0.014948797412216663
Epoch 9, avg running_loss: 0.014526157639920712
Epoch 9, avg running_loss: 0.01568978652358055
Epoch 9, avg running_loss: 0.014982575550675392
Epoch 9, avg running_loss: 0.01427074521780014
Epoch 9, avg running_loss: 0.01568920724093914
Epoch 9, avg running_loss: 0.01533972006291151
Epoch 9, avg running_loss: 0.015411858446896076
Epoch 9, avg running_loss: 0.013936519622802734
